MUSYM,Index,Year,Sheet_ID,Date,Date_survey_started,Survey,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Sex,Adjusted_sex,Mass,COMMENTS,LOCAL_NAME,FORM_NAME,ALLIAN_SCI,ALLIAN_ENG,ASSOC_SCI,AREASYMBOL,MUKEY,Soil_description,Top_layer,Middle_layer,Parent_material,Drainage,Hydric_soil_group,Hydric_soil,lineOrig,Dist_to_breeding_pool,Dist_to_wetland,Dist_to_meadow
16,1969,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,29,2134,4118981,367288,47.7,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,218,91.6370224,320.6119459,44.14364659
16,2090,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,151,2249,4119232,367567,46.6,DY,Y FAINT,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,219,411.6474822,299.3682852,178.6538312
16,2091,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,152,2250,4119261,367554,42.7,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,220,415.922175,330.267573,174.5889928
16,1972,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,32,2136,4118992,367312,46.2,Y,Y,N,M,M,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,221,108.7584836,301.9329529,57.72360961
16,1973,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,33,2136,4118956,367347,48.4,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,222,155.3577844,256.7605559,107.0426729
16,1961,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,21,2128,4118985,367295,39.1,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,223,95.83855147,315.3163815,47.71367735
16,2003,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,63,2155,4119037,367416,31.4,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,224,206.7762955,225.8963953,118.5315769
16,2004,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,64,2155,4119008,367385,40.8,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,225,176.7358135,243.9966218,108.8330567
16,1977,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,37,2138,4118995,367324,46.7,Y,Y,N,M,M,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,226,119.2748921,292.0326945,65.76973568
16,1978,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,38,2138,4118962,367333,40.7,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,227,140.1751383,271.9229006,92.07959992
16,1979,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,39,2139,4118969,367345,40.4,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,228,147.9249983,262.8571903,97.94638798
16,1980,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,40,2140,4118977,367344,43.2,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,229,143.9746209,266.6476264,92.49855151
16,1981,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,41,2141,4118968,367360,34.4,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,230,162.1549518,248.4664695,110.7546272
16,1942,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,2,2111,4119081,367080,42.8,GY,N,Y,F,F,,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,231,139.8443367,550.3932789,0
16,1983,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,43,2143,4118991,367352,41.9,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,232,147.3407772,264.8687167,90.91379778
16,1984,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,44,2143,4118969,367339,43.4,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,233,142.4451795,268.4980515,93.05472023
16,1985,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,45,2145,4118985,367366,48.8,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,234,162.4202701,249.6464626,105.8021081
16,1986,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,46,2145,4119046,367365,37,DY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,235,156.59756,275.9993779,71.26148162
16,1947,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,7,2116,4119019,367142,58.9,DY,N,Y,F,F,,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,236,68.08241365,471.2183603,0
16,1948,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,8,2117,4119024,367139,48,DY,N,Y,F,F,,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,237,70.58629317,475.5888021,0
16,1949,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,9,2117,4119026,367135,57.4,Y,Y,N,M,M,,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,238,74.4955585,480.0094119,0
16,1950,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,10,2119,4119014,367192,52.8,Y,N,Y,F,F,,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,239,22.47822011,422.1242922,0
16,1951,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,11,2122,4119001,367264,38.9,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,240,60.9489629,349.9292567,13.06443804
16,1952,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,12,2123,4118956,367248,54.4,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,241,81.82828376,352.409496,25.09637673
16,1953,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,13,2124,4118979,367266,62.8,Y,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,242,74.94530942,340.9340087,27.01637135
16,1954,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,14,2125,4118976,367271,49.9,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,243,80.6944445,335.2746013,32.83928847
16,1955,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,15,2125,4118956,367268,47.2,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,244,92.94383443,332.9285943,41.5270915
16,1997,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,57,2151,4119004,367360,56.9,Y,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,245,152.5039332,263.5865218,90.07230597
16,1957,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,17,2125,4118950,367275,51.5,Y,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,246,102.0286285,324.7510115,50.6849918
16,1958,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,18,2126,4118988,367289,55,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,247,89.12916651,321.9781214,41.06144996
16,1959,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,19,2128,4118985,367293,50.1,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,248,94.05693163,317.199497,46.05505577
16,1960,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,20,2128,4118985,367293,50.9,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,249,94.05693163,317.199497,46.05505577
16,2081,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,142,2242,4119196,367523,43.3,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,250,355.7094431,275.9774755,130.9377387
16,1962,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,22,2129,4118948,367275,51.8,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,251,103.5693249,324.3163478,51.8025655
16,1963,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,23,2130,4118944,367301,37.7,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,252,124.3792922,298.0680061,75.59980709
16,2044,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,105,2218,4119100,367440,52.6,DY,N,Y,F,F,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,253,241.5266058,241.7319292,95.68318886
16,2085,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,146,2246,4119229,367557,46.1,DY,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,254,401.4792597,298.3174806,168.2555836
16,1966,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,26,2131,4119000,367296,50.5,Y,Y,N,M,M,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,255,91.03261492,319.7699412,40.04660376
16,2087,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,148,2247,4119242,367553,48.1,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,256,404.7381235,311.8657516,167.4513106
16,2088,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,149,2247,4119215,367570,36.2,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,257,406.1586036,282.1056267,178.9757425
16,2089,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,150,2249,4119248,367564,43.8,DY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,258,417.2503672,315.6459802,179.7013256
16,2024,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,84,2207,4119091,367420,34.8,GY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,259,219.7666054,251.2526828,86.4824135
16,2012,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,72,2159,4119021,367410,40.5,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,260,200.7140333,224.8470649,122.5651873
16,2013,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,73,2201,4119042,367409,42.5,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,261,200.065297,234.3898884,109.9292969
16,1974,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,34,2137,4118988,367326,40.4,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,262,123.2977024,287.4605247,71.45378029
16,1975,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,35,2137,4118975,367339,40,DY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,263,140.0586945,270.5800837,89.58030134
16,1976,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,36,2137,4118975,367339,54.8,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,264,140.0586945,270.5800837,89.58030134
16,2017,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,77,2204,4119060,367428,58.7,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,265,220.8967682,226.7910933,113.8350439
16,2018,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,78,2204,4119091,367408,47.5,DY,N,Y,F,F,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,266,208.293961,260.8421458,77.67552702
16,2019,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,79,2205,4119062,367437,39.5,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,267,230.0937734,220.4080448,118.6862338
16,2020,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,80,2205,4119062,367437,34.4,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,268,230.0937734,220.4080448,118.6862338
16,1982,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,42,2141,4118968,367360,49.4,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,269,162.1549518,248.4664695,110.7546272
16,1956,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,16,2125,4118957,367291,52.9,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,270,108.252638,310.8582591,60.0424649
16,2118,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,180,2310,4119375,367598,35.5,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,271,520.9287562,282.4706659,261.6271804
16,2025,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,85,2207,4119086,367424,38.1,GY,N,N,SNBA,S,,slug in mouth,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,272,222.2493629,245.0329586,92.7809044
16,2026,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,86,2207,4119069,367442,35.8,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,273,236.1512347,220.4222589,117.5196218
16,1987,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,47,2145,4118981,367367,45.3,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,274,164.4870413,247.0557712,108.9336653
16,1988,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,48,2145,4118981,367367,47,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,275,164.4870413,247.0557712,108.9336653
16,2110,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,172,2305,4119346,367647,38,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,276,540.904649,266.4483874,295.9192312
16,2111,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,173,2305,4119346,367647,36.9,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,277,540.904649,266.4483874,295.9192312
